from_node,to_node,distance_km
13,572,2.0997026482547336
13,574,1.9397448650162386
14,76,2.511140885783697
14,79,1.6838817851294725
14,81,3.9173896601126446
14,288,1.9307891518878426
14,337,3.350304336778498
15,179,3.5804459952965892
15,284,3.830607209577967
15,315,1.9448754885928456
15,478,4.176626591624266
15,483,3.857461809708809
16,84,1.08496096692748
16,132,2.773601118229062
16,146,1.1700775232834728
16,363,2.271217869689271
16,446,1.7667366038668229
16,588,1.6298203421535313
16,601,2.045897788328541
17,192,0.7441461511892972
17,230,2.6431428032662305
17,275,3.527462558397499
17,357,1.1462723750982493
17,359,0.7800106675512277
17,434,1.8848319001033933
17,461,1.1236300227130605
18,46,3.4915720834959543
18,47,3.9359063527630265
18,103,0.7002473540069288
18,196,3.250644330151646
18,252,2.2161893554114713
18,305,2.8977743701731287
18,594,2.031549143337261
19,98,1.3654552453318831
19,196,3.119862226642153
19,202,1.5669195487595329
19,307,3.555802999978809
19,445,1.7513756472531028
19,506,0.6994140391214497
20,21,1.16677805577683
20,41,3.2970873852146143
20,204,3.599421428974916
20,320,2.525154067011601
20,534,4.463464082573146
20,545,3.236431165960805
21,20,1.16677805577683
21,41,2.762109572519011
21,204,2.735672675424899
21,320,1.3584655925295952
21,465,3.0556856289555854
21,545,4.309470033289025
22,1,2.0649133664397263
22,116,0.9793042825197911
22,332,2.9857752091741103
22,418,3.1801764291869183
22,533,1.2091745854817382
22,538,0.6031088621341973
23,69,3.0322620247073977
23,75,2.1832067409773557
23,98,2.6833385539024235
23,511,0.9027933583922235
23,523,2.057563528999558
24,157,6.184728838546509
24,236,3.810099830183117
24,237,2.5942016151230374
24,249,4.157020767882456
24,375,1.929957296774357
24,525,3.977021979652866
25,71,4.146562887025118
25,207,2.9251775600955168
25,309,1.73492652658802
25,351,2.564414324415654
25,401,2.453075054829244
25,475,2.4894725873432764
26,32,1.1343616631030469
26,85,1.7445685788400134
26,115,0.7489687182593211
26,358,2.035913401204721
26,435,1.8052281248161095
26,447,2.556973262557187
27,68,2.371146541684774
27,114,2.049816523688137
27,283,1.3275912449391136
27,331,1.237426778478931
27,556,2.3419558225306116
28,63,3.827091094516605
28,93,4.166618704113846
28,292,3.5953940289988604
28,301,2.798953221296418
28,373,2.3032558716713862
28,563,3.9919937195993063
29,183,2.97345855349822
29,246,2.1002935909652827
29,274,2.2738936022369782
29,354,2.4626939799773715
29,549,2.6685856827854995
30,133,2.301156730943222
30,268,1.6549802195111576
30,421,2.8505820804216504
30,499,3.225540141689663
30,570,3.1670255895449326
30,575,2.8818293449712074
30,591,2.3680666559076684
31,51,2.554128581993614
31,420,2.892535181400858
31,421,2.584425336146946
31,454,1.1214192739697681
31,514,1.1452204322913928
31,552,3.1582639484256334
31,553,2.373604653268831
32,26,1.1343616631030469
32,85,1.7433946210664777
32,115,0.8199588599921039
32,170,1.7805123105556904
32,358,2.5628769131148137
32,366,2.0503293156188134
32,432,1.6053542162788914
32,435,2.009385039405596
32,447,3.3636240873843235
33,121,1.8188275663086484
33,234,2.470953205893564
33,265,2.4286167351416035
33,370,0.6721114337967785
33,568,2.7352350938516037
34,169,4.74369403062565
34,194,1.4826264362866672
34,195,4.622257169163236
34,459,5.010233502053859
34,462,4.252587877828462
34,463,1.404308123557607
35,168,5.183706665117358
35,251,5.555237201022209
35,347,4.7641938792405005
35,457,5.505406013351694
35,459,4.310530415102209
36,65,3.9555051821374922
36,147,1.2651276011480328
36,403,3.6485402086518466
36,442,3.0756443208660555
36,443,4.006795079948931
36,447,3.3924719030124026
37,174,1.6871409881848438
37,235,3.2822134029450485
37,264,3.086183349136581
37,403,1.4634432190325612
37,600,1.0656209924911815
38,120,1.151881215741724
38,173,2.647233645134397
38,220,3.653051814563205
38,343,1.289936546629265
38,371,1.6880166350117958
38,566,3.2049249608079604
39,60,1.5883485598456892
39,166,3.679634161044439
39,313,3.275634910530946
39,437,3.5591196272844248
39,512,2.794499224434883
40,91,1.883511473709685
40,224,2.3356218009218486
40,387,0.5136210717529845
40,508,3.3407881464115503
40,546,3.2911167537006043
40,561,3.734549182927202
41,20,3.2970873852146143
41,21,2.762109572519011
41,204,1.1021905560557577
41,320,2.67668995592139
41,377,2.7761902279619477
41,465,0.513700197086429
42,125,2.012075447072498
42,126,0.7207882389436838
42,167,1.3886950641044824
42,312,1.461972648372177
42,313,2.6050819831341245
42,353,1.0586679055613721
43,267,1.9642870796980816
43,341,1.844160094171575
43,380,2.2803368371624324
43,381,2.262698807996358
43,477,0.15071978536494157
43,501,3.697558022207369
44,107,1.3281603188980342
44,290,3.6160326807480185
44,406,4.479325500182922
44,415,1.398109596660144
44,472,3.6114215586645693
44,481,4.960616010810455
45,12,2.904452376899416
45,106,3.0168757529472985
45,188,2.8580286989283437
45,318,2.259629741564535
45,319,2.803929397935622
46,18,3.4915720834959543
46,103,3.3322857151194363
46,154,3.3785615305826244
46,210,4.047746828447713
46,307,1.1365746799758598
46,486,3.750804308002559
46,594,1.6211907677561221
47,18,3.9359063527630265
47,103,3.8359810841539472
47,196,3.0684770786304405
47,253,2.5936834822756127
47,305,1.0395226126975337
48,247,3.4484768533947436
48,263,4.136667616251778
48,412,4.426666156879507
48,520,2.828797011817705
48,547,1.5590831079924066
49,254,2.0380387950070777
49,263,1.9670931618519054
49,330,2.8437875630330245
49,413,2.3174237576703822
49,530,2.854493437929293
50,81,3.9525147478461524
50,178,2.834668247166971
50,284,4.397707708635048
50,426,4.480997230726741
50,466,3.53642667522666
51,31,2.554128581993614
51,337,4.201560752064808
51,420,0.6403537768555959
51,514,2.989252349073168
51,552,3.2005245823007424
51,553,0.18481860547894044
52,0,3.6521397391891735
52,104,1.6343023852969303
52,212,1.1515343826971085
52,218,2.438728438801357
52,300,1.2127749576672335
52,453,1.63849873235556
53,80,2.568562067683639
53,184,2.2644514154743693
53,219,1.0849508701674566
53,233,0.6688857375669213
53,390,3.114672978818936
54,61,2.062184498491117
54,169,2.33901591377795
54,195,3.026437908229251
54,280,0.33652895986518694
54,513,1.8998969041920706
55,125,3.182090066796856
55,216,3.589148109662883
55,266,2.248947540152077
55,455,2.913128594608055
55,515,3.468774563897262
55,567,1.6765661690383578
56,239,2.2766763794005507
56,334,3.7292223205074024
56,474,2.6184928853956624
56,551,3.8161893627742316
56,578,2.4044576984223145
57,83,1.999262174586438
57,208,1.7883761941244498
57,302,2.8958709012217136
57,303,1.8367586180822677
57,423,3.292663181384764
57,531,1.7088430435465973
58,150,1.9995832396154076
58,180,2.5563395459339686
58,278,0.7869613217969837
58,362,3.2743389251587236
58,491,2.750336928060379
59,5,3.372096169461365
59,82,2.872815844111807
59,255,2.6842026257509417
59,348,3.837404533769038
59,559,0.765320195411519
60,39,1.5883485598456892
60,166,3.133730809941213
60,341,3.842631870406237
60,501,3.369448244599279
60,512,1.552187990886732
61,54,2.062184498491117
61,169,4.167703408282598
61,280,2.148104217927637
61,501,3.533111067556961
61,513,2.2349299531652966
62,13,2.1794656617555828
62,158,3.135174640635514
62,293,3.4626022452861167
62,482,3.3717784699343687
62,500,2.356141026608865
62,574,1.5463715603566233
63,10,1.5435224435202155
63,28,3.827091094516605
63,142,2.4359953759413933
63,143,4.11760943846239
63,301,1.0301662785935934
63,589,2.7153848649728363
63,596,3.723975355362244
64,136,0.6707114827492193
64,137,3.43536497042833
64,404,0.8787636197315586
64,409,4.130168701838318
64,583,3.017349071896986
65,36,3.9555051821374922
65,344,2.2657449781834655
65,358,3.5287902681281245
65,435,3.6260748326434196
65,442,1.2129045675422228
65,447,3.8276019281982956
66,4,2.154766800705574
66,7,3.0300199385347777
66,119,2.5066455172722426
66,350,1.667480177266477
66,430,3.438389126592943
67,204,3.0728852790019814
67,377,1.0011105222997045
67,465,3.2636005531752232
67,490,2.149202506212883
67,505,1.076550881315508
68,3,1.8034905088431203
68,27,2.371146541684774
68,282,1.204173494047127
68,283,2.622444549320707
68,321,2.0856110770533047
68,331,1.7154183559086895
68,493,2.009530786344083
68,556,0.3226368675439778
69,23,3.0322620247073977
69,75,1.5147204116181405
69,323,2.9436073226060198
69,431,2.0556546598041234
69,511,3.3021303437322573
69,523,2.1667459717218422
70,253,3.815979817134674
70,308,2.8577585095584546
70,410,3.795065020110749
70,411,2.38724688958376
70,524,1.9212164506927687
71,25,4.146562887025118
71,102,3.303934594524657
71,299,4.012300596587241
71,374,3.5273699310084297
71,401,3.0089247909321193
71,496,6.260216350280021
71,497,6.876812764888318
72,205,4.233290150523387
72,296,1.4875445321512448
72,327,4.855098783421457
72,469,4.892612937924279
72,534,0.8858257384498887
72,544,0.9519312317475949
72,545,4.485470056320358
73,90,2.871358900479489
73,224,3.0404326673137168
73,362,2.351542923323482
73,508,3.0256964393708152
73,561,2.3605772041149655
74,200,2.408783383615334
74,201,3.765617493842882
74,329,4.347143249656108
74,392,4.2073493571993135
74,586,3.048945290106432
75,23,2.1832067409773557
75,69,1.5147204116181405
75,273,2.8026899975689705
75,431,3.3217996842078366
75,511,2.0760678974898266
75,523,0.6520745811865182
76,14,2.511140885783697
76,79,1.047995587210567
76,81,3.0586576996732044
76,189,1.858330239576457
76,242,2.4169425277107464
76,288,4.439661156451428
76,580,2.845791045304704
77,130,2.493668087585385
77,159,2.4953767505642035
77,191,2.290596625606873
77,345,0.8172397832169714
77,368,2.2850270988171912
77,495,1.9149560543101996
78,242,2.7466271764606818
78,314,1.646786127899788
78,480,1.1869068125911362
78,528,2.0837666765841845
78,580,2.3746036379258877
78,587,2.4707764711973157
79,14,1.6838817851294725
79,76,1.047995587210567
79,81,3.6772313226869318
79,189,2.894494686424264
79,242,2.6802780301943927
79,288,3.586669820469232
79,480,3.2029895175048013
79,580,3.0262554050991373
80,53,2.568562067683639
80,124,2.9790747787607104
80,219,3.4740419098125397
80,232,1.9048105072604877
80,233,2.081029408583239
80,416,1.9454641840968474
80,590,2.364060990660816
81,14,3.9173896601126446
81,50,3.9525147478461524
81,76,3.0586576996732044
81,79,3.6772313226869318
81,101,4.212919105790765
81,189,2.3660761348016526
81,336,4.238399593945668
82,59,2.872815844111807
82,160,3.707739036812508
82,209,2.4795917063221515
82,255,3.5523529593645358
82,348,2.9138529723085513
82,376,3.86920418296923
82,520,2.7558438154426113
82,547,4.507196759041466
82,559,3.106152888594547
83,57,1.999262174586438
83,110,3.010210945457107
83,117,2.1008220051964415
83,171,2.523949183226656
83,208,1.5759533149895641
83,302,1.5407068200625973
83,423,3.7968199779822247
84,16,1.08496096692748
84,146,2.0213447177619
84,342,2.6340669585560765
84,363,1.1925248262751542
84,446,0.9808996962657847
84,588,0.5815707265656029
84,601,1.949266646984752
85,26,1.7445685788400134
85,32,1.7433946210664777
85,115,2.1906342028733334
85,366,2.9715855154515465
85,432,3.2428325756664984
86,151,2.908897979852079
86,231,2.3598682375347013
86,297,1.5741460477329805
86,468,2.572964777005008
86,569,3.317017455640231
87,139,1.7280813296775648
87,181,2.8414309145567316
87,537,1.9001249911337297
87,540,2.9381286959002852
87,541,0.845616371487317
88,89,2.0071009427067965
88,405,3.788691602854755
88,437,1.3337688724664671
88,462,2.809358349881453
88,562,2.010855170332729
89,88,2.0071009427067965
89,194,4.093267004021051
89,437,0.7665702445816616
89,462,1.3266225822567652
89,512,3.4623201145836813
89,562,0.1502301428115729
90,73,2.871358900479489
90,276,2.6034352331986517
90,317,3.639788591283687
90,324,0.7424349679916646
90,330,0.5481426760549802
90,333,2.0439741923972563
90,362,0.9604049802932998
90,413,2.3133887598102336
91,40,1.883511473709685
91,224,2.70207146146635
91,387,1.4021632215367479
91,464,2.9741608732511424
91,546,3.440743811349813
92,260,1.328615193127844
92,425,1.6912716690156115
92,478,2.260227648708836
92,479,1.826199053385017
92,483,2.10162895151164
93,28,4.166618704113846
93,217,1.2842998153655674
93,292,2.3659526549203007
93,373,1.9020586815770826
93,381,4.055631682289757
94,167,1.5883287200627818
94,281,2.4975396447760856
94,340,2.719217848064069
94,353,1.9421310206685525
94,405,2.387317512049985
94,408,0.9705220131694239
94,566,3.7975342906026732
95,138,1.8810655070529014
95,227,2.7992409487595946
95,235,1.8801428029701646
95,264,2.2073385962995498
95,346,2.6167563333374333
95,385,3.146562754122444
95,449,1.2548740084173815
95,597,1.891528941557536
96,129,2.4618816474884597
96,164,1.6755971205590656
96,200,2.3139023612730667
96,203,1.131942712415369
96,211,1.282539628597716
96,213,0.4150948440756641
96,338,1.1075965390490004
97,113,4.194395096441636
97,118,2.8738914379593075
97,155,4.2541619884563975
97,298,2.0364319573437832
97,518,2.3976786415168454
97,585,1.5951641935378835
98,19,1.3654552453318831
98,23,2.6833385539024235
98,202,2.931400430032106
98,392,4.81186681974826
98,445,0.7803355124678791
98,506,1.6435010790876285
98,511,3.4983108490855144
99,163,1.3132719391641776
99,238,3.7041242319354932
99,339,1.345822667999986
99,444,3.9237117957722885
99,586,1.5796666095654992
100,159,2.3684246490110015
100,191,2.37415089071029
100,507,3.0831762547567934
100,528,2.1306819988913137
100,587,1.358203932338466
101,81,4.212919105790765
101,315,4.251798157897849
101,336,1.3148778771174192
101,438,3.7381438330489254
101,478,4.093260518365828
102,71,3.303934594524657
102,156,4.891051176180092
102,236,2.421840951580098
102,299,3.4298321270182504
102,374,1.7080958931882424
102,375,5.340058667246509
102,487,2.5508093269572383
102,496,6.377361584764748
102,554,3.3756675289567077
103,18,0.7002473540069288
103,46,3.3322857151194363
103,47,3.8359810841539472
103,196,2.647825710915571
103,252,2.841836326185861
103,305,2.809255428519341
103,307,3.549220869941504
103,594,1.7394301839454112
104,0,2.1713988798487756
104,52,1.6343023852969303
104,212,2.776053547093629
104,300,2.658585261885756
104,433,2.408636786764631
104,453,0.0959536921267635
105,182,1.0181653215201016
105,256,3.519198405755181
105,355,1.676688363265253
105,384,1.8128502796249997
105,484,3.266703388133939
106,12,2.3010340763152586
106,45,3.0168757529472985
106,178,2.306172243592141
106,261,4.3410078367002125
106,319,5.345047629012411
106,426,4.175447271415281
106,466,1.6784991624668972
106,489,3.90151091182881
107,44,1.3281603188980342
107,290,2.7969127908162226
107,406,3.6035402330048383
107,415,2.059415003022806
107,472,3.9999888852480674
108,162,1.9477982173233808
108,172,1.272919829649584
108,397,0.7277422823765544
108,428,1.5802301931493141
108,470,0.4864152109987236
109,6,1.63518434135761
109,153,1.4158185557783283
109,273,2.493590559252294
109,389,3.215582176691537
109,450,1.8094547109021242
109,516,2.0938030357562125
110,83,3.010210945457107
110,117,1.487331675635896
110,161,3.210808599423128
110,171,2.229380411171075
110,302,1.9215677603000534
110,423,4.523526728610536
111,225,3.4609288569228815
111,245,3.8279092211167267
111,270,1.907485027433562
111,321,3.0514417489736196
111,521,0.7641330248381191
112,176,2.838365631464614
112,177,4.24484928679531
112,291,4.072144969651137
112,481,3.3503512802240283
112,519,2.3458468537952095
112,592,5.18020409299237
112,593,4.349003252080594
113,97,4.194395096441636
113,155,4.562415004162594
113,157,3.2404378169121264
113,249,5.284127552741978
113,298,5.382022014005954
114,27,2.049816523688137
114,247,2.4387086312484425
114,282,1.678022139997466
114,321,1.8982337186975773
114,331,0.8753710069581061
114,412,1.1075493014436768
115,26,0.7489687182593211
115,32,0.8199588599921039
115,85,2.1906342028733334
115,170,2.096942912915173
115,358,1.757957182720418
115,366,2.761264054387085
115,432,1.884380750353521
115,435,1.2845567495345174
115,447,2.5461439818930387
116,1,1.8506961730230294
116,22,0.9793042825197911
116,332,2.97786036935802
116,533,0.9974753488170661
116,538,1.575527131894036
117,83,2.1008220051964415
117,110,1.487331675635896
117,161,2.327448147934663
117,171,0.8846693224094265
117,302,1.8966774861873446
118,97,2.8738914379593075
118,210,3.822856279982601
118,328,4.259009754427945
118,329,1.5936294004597922
118,486,4.098301714376312
118,518,3.0600078435367304
118,585,2.4120618206906124
119,4,1.4596267032328505
119,7,0.9287053981374574
119,66,2.5066455172722426
119,141,2.1363171640208294
119,245,3.015190377994056
119,350,2.4999474541642215
119,430,2.011731985403137
119,510,2.5054923166824743
120,38,1.151881215741724
120,173,1.5146359194198198
120,343,1.718917083474821
120,371,2.035316717232124
120,382,2.7131914284835252
121,8,3.992376318213044
121,33,1.8188275663086484
121,234,1.348347457390312
121,352,2.1058012333265506
121,370,1.5084177970545183
122,186,0.7140533221634112
122,193,2.5052002654010117
122,294,2.4605532481841625
122,356,2.688914826936442
122,417,0.9869627554197292
122,494,2.714776636993932
122,517,0.9359925473839681
122,548,1.1351463524592686
122,549,2.5262517966912355
123,11,1.813841651365694
123,137,1.1753244525107431
123,289,1.3691247919882836
123,409,2.3803439880283497
123,455,3.0885521177890047
123,476,0.7535354368121707
123,596,3.325092111983193
124,80,2.9790747787607104
124,232,2.9013823002852197
124,258,2.316826143968862
124,384,3.1460115034804215
124,416,1.251556732896975
124,494,2.771915243870768
124,590,2.9808064033953907
125,42,2.012075447072498
125,55,3.182090066796856
125,126,2.0547721873054567
125,266,1.7937791303379624
125,312,2.2908779700232937
125,313,3.2733972573171766
125,353,3.0315613986007692
126,42,0.7207882389436838
126,125,2.0547721873054567
126,167,1.2241497594900759
126,312,0.7423511574949766
126,313,3.3210321759760286
126,353,1.1452532715252894
127,142,2.062265945613419
127,143,0.6155174473248195
127,301,3.8649595198638145
127,436,3.290993619263401
127,441,3.8356059990969484
128,129,1.145514214563044
128,203,1.2213099993943102
128,213,1.3263328629930273
128,306,1.5910841818511365
128,338,1.109474555258179
128,577,1.5746905020026911
129,96,2.4618816474884597
129,128,1.145514214563044
129,199,2.550599455004653
129,203,2.326334568009179
129,213,2.176052877472028
129,304,3.17434449888157
129,338,1.4217104662153488
130,77,2.493668087585385
130,159,1.9626275561761877
130,212,3.9144723550812217
130,218,2.594861987470109
130,345,2.9051033130670723
131,193,1.8103308559747566
131,241,4.433337324348836
131,417,3.0889069188735276
131,452,1.0033354658038907
131,548,3.016661971003785
131,598,1.9586973153288936
132,16,2.773601118229062
132,135,0.9777742507622896
132,146,2.187522039910628
132,256,2.145009601131588
132,383,2.515641525238536
133,30,2.301156730943222
133,268,0.665244606747232
133,421,1.9864046386169512
133,454,2.298415736565942
133,575,3.1080801173879826
133,591,1.3905650910596936
134,135,2.3759825307938613
134,146,2.1254862613256837
134,182,3.0463543017858288
134,246,2.5658457753279755
134,256,2.6301218555018857
134,354,2.9193350144517907
134,383,0.86522604314429
134,396,1.676866216355858
135,132,0.9777742507622896
135,134,2.3759825307938613
135,146,1.8405504551623397
135,256,1.4676711379773175
135,383,1.5597692299886192
136,64,0.6707114827492193
136,137,4.020715695919191
136,404,0.9860000252177173
136,575,4.029249477488826
136,583,2.664340309928503
137,11,2.3350627558383605
137,64,3.43536497042833
137,123,1.1753244525107431
137,136,4.020715695919191
137,289,2.525410757564922
137,404,3.2477367526285605
137,409,1.716668125311945
137,455,3.3586338529703643
137,476,1.847710098221313
138,95,1.8810655070529014
138,235,2.5756678631912187
138,265,3.0772930594881833
138,277,3.041950932693231
138,346,1.041850002867638
138,449,0.6538526840995907
138,568,3.2501997033508485
139,87,1.7280813296775648
139,386,3.2254743601902978
139,456,3.2099785270300427
139,536,2.2076001552667988
139,537,3.6282063208112945
139,540,2.7028196595403586
139,541,2.573697701164882
140,4,3.4410029509733957
140,325,0.6845217369155945
140,429,3.250917495248763
140,516,3.436584693871142
140,532,2.129740108366757
141,7,2.0896753026301917
141,119,2.1363171640208294
141,152,2.7236002842092746
141,245,1.5121986267296446
141,270,3.1805037451914213
141,430,2.412628769880863
141,510,3.0226284567165576
142,10,1.9916608933317845
142,63,2.4359953759413933
142,127,2.062265945613419
142,143,2.3402879453884955
142,301,2.6285451992711697
142,436,2.270966075756305
142,441,3.7011187593787547
142,482,2.8373779761104614
143,63,4.11760943846239
143,127,0.6155174473248195
143,142,2.3402879453884955
143,301,3.6982201163348813
143,436,3.847267854744116
144,228,1.5971414948648288
144,229,0.8834566005991175
144,464,2.8193289624857014
144,490,1.9528096545577631
144,505,3.886342545975479
144,546,1.6692864414578874
144,557,0.3663154311974345
145,205,4.464916433853724
145,468,4.035539048445138
145,504,3.0788226604141204
145,508,4.152198134004335
145,535,3.1447098521902794
146,16,1.1700775232834728
146,84,2.0213447177619
146,132,2.187522039910628
146,134,2.1254862613256837
146,135,1.8405504551623397
146,383,1.9027846469869119
146,396,2.153236596618248
147,36,1.2651276011480328
147,442,4.282369555843168
147,443,2.891324456669337
147,447,3.479589765758131
147,600,4.21074027367289
148,239,2.292856789284946
148,308,1.5059969218638598
148,410,3.6171208378840833
148,524,2.0720061121256985
148,579,3.2972082252456905
149,236,3.2040789483712335
149,237,3.0381803516788826
149,299,3.9021836188928907
149,375,4.7914407506601
149,400,2.064288175741647
149,487,2.3662993573409064
149,554,2.678417468966027
149,584,2.5677411307589866
150,58,1.9995832396154076
150,180,1.3539755358970107
150,278,2.003660672650499
150,316,2.1753340646223602
150,491,0.7731027726817048
151,86,2.908897979852079
151,297,1.4326340278439886
151,326,4.255092230092857
151,468,2.5785938596461833
151,504,3.6555499746812137
152,7,2.657259779441408
152,141,2.7236002842092746
152,245,1.391999257563745
152,270,2.866293566357865
152,325,3.3953460633911052
152,521,3.4059821233596557
153,6,2.967458919183127
153,109,1.4158185557783283
153,273,3.098064482479419
153,450,0.7720775462944999
153,516,2.757235253508797
154,46,3.3785615305826244
154,210,2.585916028583573
154,252,2.9521106528518897
154,486,2.3258082725884375
154,525,4.0616175337484055
155,97,4.2541619884563975
155,113,4.562415004162594
155,298,3.3209330137072306
155,518,4.542056683009859
155,555,1.8539949169281869
156,102,4.891051176180092
156,236,5.422186880187985
156,374,3.1832175454677945
156,496,1.7362637780091776
156,497,2.263022204367775
157,24,6.184728838546509
157,113,3.2404378169121264
157,237,5.604788956857426
157,249,2.04774638175882
157,525,4.759227944381006
158,62,3.135174640635514
158,499,3.6293851716790275
158,570,3.6862549452151576
158,574,2.412486463628096
158,589,2.179214674834125
159,77,2.4953767505642035
159,100,2.3684246490110015
159,130,1.9626275561761877
159,191,2.858155290817827
159,314,2.89486171093531
159,587,2.2553612276816875
160,5,3.7627367629534776
160,82,3.707739036812508
160,348,1.0058065160388154
160,376,1.5150709026990958
160,520,3.969713082440692
161,110,3.210808599423128
161,117,2.327448147934663
161,171,1.5793306067749684
161,206,3.1579763326553847
161,350,3.029664043212443
161,510,2.759269880281232
162,108,1.9477982173233808
162,172,2.8466690512638597
162,310,1.846209999241488
162,397,1.6909227494231007
162,428,1.860678529581251
162,470,1.8676008258599615
163,99,1.3132719391641776
163,185,3.8149314791381554
163,339,0.5137108272582548
163,407,3.9387676718754525
163,586,2.6987229413068645
164,96,1.6755971205590656
164,203,0.6148796083113983
164,211,1.1089140110811275
164,213,1.3771105637907164
164,306,0.3215194930438411
164,393,2.747884587660219
164,395,4.2534765416255125
164,577,1.178004958535954
165,269,4.101970516793109
165,304,2.1537718483660475
165,395,3.265156830277874
165,406,1.2134714414749728
165,507,3.9255478851650847
166,39,3.679634161044439
166,60,3.133730809941213
166,313,3.642462372268691
166,341,1.832726891283417
166,380,1.758922240463706
166,571,2.18716868860146
167,42,1.3886950641044824
167,94,1.5883287200627818
167,126,1.2241497594900759
167,312,1.5121072546110166
167,353,0.47016221037609723
167,405,3.615062176488712
167,408,2.5485540152910278
168,35,5.183706665117358
168,221,3.431187035772516
168,251,4.729493735129984
168,347,3.06648461599405
168,457,2.425602520139771
168,458,3.965126606051385
168,527,3.757448883916891
169,34,4.74369403062565
169,54,2.33901591377795
169,61,4.167703408282598
169,195,0.7129915582761512
169,280,2.1015330543473922
169,513,4.0867762424731
170,32,1.7805123105556904
170,115,2.096942912915173
170,366,1.4529247833533236
170,432,0.21758343061420662
170,435,2.421279923517283
171,83,2.523949183226656
171,110,2.229380411171075
171,117,0.8846693224094265
171,161,1.5793306067749684
171,302,2.716716645762364
172,1,3.1316311218372217
172,108,1.272919829649584
172,162,2.8466690512638597
172,397,2.0004477148752007
172,428,1.4553728211302353
172,470,1.0258575160520125
173,38,2.647233645134397
173,120,1.5146359194198198
173,343,2.765807882856617
173,371,2.9241151041102156
173,382,1.4604775315621323
173,599,1.7697624983156488
174,37,1.6871409881848438
174,235,2.3390920395295582
174,264,2.4139458713427207
174,277,2.8651382405837604
174,386,2.6567533072504177
174,403,1.5487578315256716
174,600,2.598168088151895
175,181,3.207971595131523
175,537,2.9355963683699318
175,540,2.741071223636858
175,541,2.9745140756691684
175,600,3.2602196366278697
176,112,2.838365631464614
176,291,1.2338561628029516
176,395,6.213737589456329
176,481,5.356536663491037
176,519,2.224489146919614
177,112,4.24484928679531
177,214,6.184075970062218
177,481,2.5548510620282188
177,592,0.9828984991285981
177,593,0.10551421801902094
178,50,2.834668247166971
178,106,2.306172243592141
178,179,3.818346721511029
178,261,2.844539972167136
178,284,2.9172663952988622
178,426,2.4508991400150104
178,466,2.5648603436983093
179,15,3.5804459952965892
179,178,3.818346721511029
179,261,1.1461644698184272
179,284,1.2040989066791772
179,426,1.3728643259933042
180,58,2.5563395459339686
180,150,1.3539755358970107
180,278,2.1034038266446187
180,316,2.013294865749932
180,398,2.5124077653391037
180,443,4.106721879322779
180,491,1.260635521032074
181,87,2.8414309145567316
181,175,3.207971595131523
181,537,0.9413059234230019
181,541,1.9958145430694145
181,569,3.8653877115888626
182,105,1.0181653215201016
182,134,3.0463543017858288
182,246,2.7205814396059282
182,355,2.1913221773636122
182,384,1.767321664840869
183,29,2.97345855349822
183,192,1.6072450367979703
183,274,1.6364019065612114
183,356,1.4129872776789856
183,357,1.8437721569145908
183,359,2.36662599027793
183,461,1.3507838066015483
184,53,2.2644514154743693
184,219,3.21304698841681
184,232,1.9045917147242644
184,233,1.7756139220220275
184,240,1.9566847831446952
184,390,1.3661656529972017
