node_id,node_type,request_id,x_km,y_km
50,pickup,25.0,5.502294217161521,11.074914186070796
51,delivery,25.0,14.781380521131343,23.095941432516298
52,pickup,26.0,22.53929884017063,22.301282809077772
53,delivery,26.0,20.610664045932655,27.862037538899767
54,pickup,27.0,0.7056886260573658,56.47278463858317
55,delivery,27.0,8.670159403642554,42.21790424199965
56,pickup,28.0,56.293036528547475,21.765942770071632
57,delivery,28.0,60.0,26.878755073986017
58,pickup,29.0,42.840512234633806,49.465376493266376
59,delivery,29.0,60.0,38.31540986834568
60,pickup,30.0,4.319092304353971,50.64542404019046
61,delivery,30.0,0.0,54.5351034292842
62,pickup,31.0,5.84914847165699,29.07839785831047
63,delivery,31.0,4.113120980584444,34.45545929951524
64,pickup,32.0,13.073188079027284,34.57754055909287
65,delivery,32.0,31.774638607531728,47.29689792922347
66,pickup,33.0,49.36798434107355,26.337349848391685
67,delivery,33.0,60.0,46.87480622060329
68,pickup,34.0,44.60867415357524,37.94970190561967
69,delivery,34.0,45.87823430646294,18.97248803652588
70,pickup,35.0,53.58643576581562,15.239367084182904
71,delivery,35.0,57.06110530197887,6.2171900210042
72,pickup,36.0,55.813584390995835,57.26221174693619
73,delivery,36.0,46.61789210492021,48.89106362068589
74,pickup,37.0,35.15353830359422,11.852523267016164
75,delivery,37.0,44.424232484733,19.397054436254624
76,pickup,38.0,11.385527213017708,13.892171109511601
77,delivery,38.0,21.622107431621664,17.420626452521827
78,pickup,39.0,16.02464894205167,13.68162863480477
79,delivery,39.0,11.871115940823774,14.82087899590027
80,pickup,40.0,20.91194969036908,30.412868394915073
81,delivery,40.0,8.327327344412186,13.839251477697427
82,pickup,41.0,57.176271377727225,38.84420807365403
83,delivery,41.0,58.00176917513538,26.942964211131372
84,pickup,42.0,23.5782473764459,43.14230132106029
85,delivery,42.0,36.77417314005612,42.29423077480233
86,pickup,43.0,44.302999391409536,59.22838153534022
87,delivery,43.0,34.321228759782684,60.0
88,pickup,44.0,7.910969272064145,53.98986451060543
89,delivery,44.0,5.95719732998216,54.44946149987722
90,pickup,45.0,45.52682050112999,46.23507704489801
91,delivery,45.0,51.86246083833383,46.930718608193914
92,pickup,46.0,1.2838215907710415,21.15728638423231
93,delivery,46.0,0.0,41.2606558198987
94,pickup,47.0,11.72395681173363,49.58455258371415
95,delivery,47.0,29.28872241514113,52.346451255268775
96,pickup,48.0,30.48285216109064,12.151141696291393
97,delivery,48.0,37.56803012174362,3.6825785446077433
98,pickup,49.0,43.48326460739594,14.946001645764916
99,delivery,49.0,33.14802870106456,16.01971573402257
100,pickup,50.0,19.716716019355886,14.120336171670377
101,delivery,50.0,5.9580258025135215,17.322798175460136
102,pickup,51.0,54.42069806086729,4.231180603609022
103,delivery,51.0,46.95088066358333,10.725634951803391
104,pickup,52.0,23.97219459232296,23.087256122906584
105,delivery,52.0,19.54163615939114,36.96729821158346
106,pickup,53.0,2.9017988062677524,7.410269736987289
107,delivery,53.0,19.840519630260133,7.993864115414253
108,pickup,54.0,35.404081172796666,30.963497583344576
109,delivery,54.0,43.67443582802237,24.513660168674335
110,pickup,55.0,55.67348817780553,28.85096775767485
111,delivery,55.0,49.16865018131723,35.60729776935938
112,pickup,56.0,25.24264786299654,0.6876861065339845
113,delivery,56.0,39.9931050432659,0.260304176580343
114,pickup,57.0,46.395016994041804,39.03713055788462
115,delivery,57.0,35.19618035984522,43.81370996070807
116,pickup,58.0,36.22945448262066,36.38329967830765
117,delivery,58.0,55.94892182512293,27.389361853446452
118,pickup,59.0,37.63210164518951,6.5557556775146475
119,delivery,59.0,49.843694503545755,28.79844139292669
120,pickup,60.0,15.20907376435851,43.822529103078935
121,delivery,60.0,22.202355103341944,55.30741894424887
122,pickup,61.0,27.488003687243786,33.74154083481842
123,delivery,61.0,10.046292040544468,37.88934434611969
124,pickup,62.0,22.42374611827113,32.97984289771614
125,delivery,62.0,9.640425331075885,45.248462148271884
126,pickup,63.0,10.596154583093744,47.06743722741987
127,delivery,63.0,0.0,34.032148217305156
128,pickup,64.0,28.779155516761797,11.968650279069113
129,delivery,64.0,28.144962540882194,12.922590573380534
130,pickup,65.0,19.336592584288535,18.418024273685266
131,delivery,65.0,28.968986359568632,29.997050664363467
132,pickup,66.0,19.770243635205553,42.53093860716596
133,delivery,66.0,15.644351645097508,28.599191608479224
134,pickup,67.0,21.750147398977028,39.89942692222366
135,delivery,67.0,20.102558456006847,41.61136841118875
136,pickup,68.0,13.68872704637347,34.3111467288902
137,delivery,68.0,11.11497151649677,37.40014934783374
138,pickup,69.0,29.097183828435867,54.217739691514545
139,delivery,69.0,32.59314743010512,60.0
140,pickup,70.0,45.15233075077601,29.200214568644235
141,delivery,70.0,50.62226231754051,30.787834060124755
142,pickup,71.0,1.944637331921517,33.34561600558165
143,delivery,71.0,0.0,34.647665664629976
144,pickup,72.0,55.985450056506664,46.5881691892381
145,delivery,72.0,49.163327484396376,54.755684948887456
146,pickup,73.0,21.89721553945757,42.019819057923996
147,delivery,73.0,36.187667320707185,49.75101335769664
148,pickup,74.0,56.99753189228127,17.25105514021131
149,delivery,74.0,50.44183381613162,4.736875313783814
150,pickup,75.0,42.60257274606077,51.45075251103441
151,delivery,75.0,47.1076905334399,60.0
152,pickup,76.0,48.100811917705414,31.817536147777428
153,delivery,76.0,45.081614550355354,24.66983387420614
154,pickup,77.0,44.038886995201864,6.692713760012936
155,delivery,77.0,35.43812179347641,0.0
156,pickup,78.0,57.86948481235746,0.763003625604799
157,delivery,78.0,43.22307082960622,0.0
158,pickup,79.0,7.706754131802516,31.603991103209445
159,delivery,79.0,19.32094313293476,16.455459110707373
160,pickup,80.0,56.25011215618683,35.2540050346242
161,delivery,80.0,54.00690658169425,26.106555681176008
162,pickup,81.0,36.26026219393217,29.213962801050865
163,delivery,81.0,31.95945086737838,16.578254827968465
164,pickup,82.0,29.7338173533713,10.652284609291208
165,delivery,82.0,23.65654114389168,10.302462360712132
166,pickup,83.0,3.6676406537601514,47.58015414406167
167,delivery,83.0,10.835485458476668,48.2679635144074
168,pickup,84.0,17.10276644080617,55.90853854821002
169,delivery,84.0,0.0,58.7028068375668
170,pickup,85.0,33.42196741014798,42.69597207141927
171,delivery,85.0,55.497480717516595,26.62854601740233
172,pickup,86.0,36.06123983860266,32.053666093562704
173,delivery,86.0,15.039301843197418,42.31743792205966
174,pickup,87.0,32.76161042070839,54.34287558872164
175,delivery,87.0,35.80315874325633,57.094343624315684
176,pickup,88.0,27.632084326475763,2.2196498283222743
177,delivery,88.0,21.053873186974116,0.0
178,pickup,89.0,3.0158877122254557,9.713618199259592
179,delivery,89.0,0.0,12.05545358905998
180,pickup,90.0,41.24867874071587,51.4656109799571
181,delivery,90.0,37.162659674339416,60.0
182,pickup,91.0,20.551260492510465,37.09890112917835
183,delivery,91.0,28.260445831800155,37.73241392126871
184,pickup,92.0,22.85003349210503,28.19813975042701
185,delivery,92.0,33.74772806563093,19.94808670103413
186,pickup,93.0,26.840707616014598,33.440077830348784
187,delivery,93.0,14.280657056527257,38.649728236238445
188,pickup,94.0,2.4087310318430544,1.5858408074043595
189,delivery,94.0,10.231863477771316,12.435307606879444
190,pickup,95.0,25.10017733997388,15.384580213422565
191,delivery,95.0,21.85961723879511,15.142376687298965
192,pickup,96.0,29.507671692365637,38.74615168866637
193,delivery,96.0,29.076313513932657,31.80419722456007
194,pickup,97.0,5.007120011121162,58.43094211070448
195,delivery,97.0,0.0,59.41579839584295
196,pickup,98.0,47.64754312433565,13.28016864920573
197,delivery,98.0,49.90656339530488,20.441847428362102
198,pickup,99.0,24.51849549766822,15.281945663430758
199,delivery,99.0,26.089570407133685,14.432862322568337
200,pickup,100.0,32.75026748293461,11.689652914442604
201,delivery,100.0,37.40101915508507,14.873897942907501
202,pickup,101.0,46.19048843803915,13.821702925677622
203,delivery,101.0,29.77780589061974,11.26558872741526
204,pickup,102.0,59.24134271408974,49.85256763825286
205,delivery,102.0,51.73719871304393,58.404063446197924
206,pickup,103.0,52.74257990513816,23.212718682905344
207,delivery,103.0,60.0,12.229188879298906
208,pickup,104.0,58.77904045267776,25.57202358071216
209,delivery,104.0,56.18880402198281,41.118693345402505
210,pickup,105.0,41.453015010832495,6.677621134692597
211,delivery,105.0,30.811995711588686,10.911556111473182
212,pickup,106.0,21.638098122723022,21.584436450779478
213,delivery,106.0,30.10545326663983,11.97830129578993
214,pickup,107.0,15.827176222432723,3.305213222222547
215,delivery,107.0,5.933487947469269,0.0
216,pickup,108.0,5.337063417268948,40.88656833445535
217,delivery,108.0,0.4863713700696044,42.44929744214009
218,pickup,109.0,20.98873213756348,20.418959962437352
219,delivery,109.0,19.825778109708374,27.11298983828621
220,pickup,110.0,18.511312955701765,47.121868649657124
221,delivery,110.0,18.431485945795895,52.74506751917984
222,pickup,111.0,13.683653064193301,3.292719492252094
223,delivery,111.0,7.271699745495834,0.0
224,pickup,112.0,49.625664212647024,48.446611427026106
225,delivery,112.0,45.820050122092866,34.732708610928924
226,pickup,113.0,24.83116225566352,50.21481818782782
227,delivery,113.0,27.1882619289808,50.49609571232801
228,pickup,114.0,56.73477012264225,47.99862315626631
229,delivery,114.0,55.697094707338955,47.423242094886774
230,pickup,115.0,27.618175168888918,41.216126373837795
231,delivery,115.0,42.641048071104215,57.55300220293202
232,pickup,116.0,22.79119246582743,30.10182232202946
233,delivery,116.0,21.079986578486395,28.33863431853407
234,pickup,117.0,21.77751748942365,56.58708838111573
235,delivery,117.0,31.143593209585035,52.65368291945648
236,pickup,118.0,52.73157206312303,2.495621051621575
237,delivery,118.0,48.00872513077498,2.917391327987378
238,pickup,119.0,35.82233698152731,18.582645999687262
239,delivery,119.0,56.64920294649388,19.517298552048775
240,pickup,120.0,23.784693362717327,29.91715873428292
241,delivery,120.0,30.252601390474403,25.7536072178336
242,pickup,121.0,13.470940262153185,12.670424983365795
243,delivery,121.0,6.9929019673495745,1.5538907330421043
244,pickup,122.0,41.24771774436316,37.67126009648518
245,delivery,122.0,49.49259703557794,31.793120605051843
246,pickup,123.0,23.18686797763998,37.77353922020015
247,delivery,123.0,48.42869426181642,40.383034179494445
248,pickup,124.0,47.80518938018425,15.739757896374565
249,delivery,124.0,45.27081721136504,0.0
250,pickup,125.0,26.941331925031562,59.24880497237519
251,delivery,125.0,19.475118476055236,60.0
252,pickup,126.0,46.73646213303381,7.891899184554346
253,delivery,126.0,49.81392838142162,14.6650065706795
254,pickup,127.0,46.90248297709344,43.588845484731046
255,delivery,127.0,60.0,40.999612494096624
256,pickup,128.0,19.182238612786822,40.468096809412906
257,delivery,128.0,26.6369479215587,45.54829746571909
258,pickup,129.0,23.853047070648408,31.156444376023465
259,delivery,129.0,10.683026269719477,26.56316470067335
260,pickup,130.0,0.6194535363970766,22.30786598588423
261,delivery,130.0,0.48830769646869665,11.018511649777171
262,pickup,131.0,39.47561697297006,23.555466454787606
263,delivery,131.0,49.028767739703866,42.983217134071964
264,pickup,132.0,31.4952803220685,52.28774961909076
265,delivery,132.0,26.426616624378273,55.746727390152486
266,pickup,133.0,10.418661613241918,43.63229635926495
267,delivery,133.0,0.0,45.614699230486735
268,pickup,134.0,15.095643733511565,28.975316607075797
269,delivery,134.0,23.184799762969845,14.377216609763956
270,pickup,135.0,50.052345034438666,33.9168592060126
271,delivery,135.0,40.06105583237599,39.08833639579111
272,pickup,136.0,36.35587008627374,19.3450480066783
273,delivery,136.0,43.46143961220226,22.029183062875514
274,pickup,137.0,27.181078717054646,36.50246358430257
275,delivery,137.0,32.41075397994386,37.33362124421577
276,pickup,138.0,43.08857389071823,45.32248267702383
277,delivery,138.0,30.99280224025697,56.59683538393174
278,pickup,139.0,42.055676194243794,49.523173653312384
279,delivery,139.0,41.11418297874876,55.347088005451674
280,pickup,140.0,0.41520450728474767,56.64269849195846
281,delivery,140.0,12.865057540023603,51.80617212925392
282,pickup,141.0,45.72516303159046,37.49860724921819
283,delivery,141.0,43.46373450845013,40.309008715528606
284,pickup,142.0,1.2027757894082214,11.999021528319478
285,delivery,142.0,7.972462787280548,25.473226972841807
286,pickup,143.0,10.176014969543456,9.474208870740705
287,delivery,143.0,6.683632664100768,0.0
288,pickup,144.0,11.093369869412715,18.32220895028467
289,delivery,144.0,8.700217174679867,38.13951459120203
290,pickup,145.0,17.18435108545123,8.869929079329113
291,delivery,145.0,28.661794071337543,2.8994283744852964
292,pickup,146.0,2.352110727678427,41.51620833908895
293,delivery,146.0,3.034781508879296,27.06123328696635
294,pickup,147.0,25.702282036854832,32.048756006648645
295,delivery,147.0,31.807612434159676,32.48043850180811
296,pickup,148.0,57.09852643989871,58.011686673864595
297,delivery,148.0,45.67505650559591,60.0
298,pickup,149.0,35.56440225009629,3.3185312003665812
299,delivery,149.0,53.243789554382516,7.45276946423204
300,pickup,150.0,21.36090574151545,22.588010559716945
301,delivery,150.0,3.628119084901673,35.36431337071451
302,pickup,151.0,57.54479247573832,28.414341049876487
303,delivery,151.0,60.0,25.04199645590375
304,pickup,152.0,25.158835989771582,11.845784547054564
305,delivery,152.0,49.60375451593177,11.649851585602699
306,pickup,153.0,29.440158089071097,10.521368525871972
307,delivery,153.0,43.42829190913057,11.159613350610654
308,pickup,154.0,56.371112166068315,15.881520527550972
309,delivery,154.0,60.0,11.03528050798657
310,pickup,155.0,38.1038943916072,29.11643495377019
311,delivery,155.0,41.365310057192985,36.678698165727056
312,pickup,156.0,11.299059386894477,46.828669394938224
313,delivery,156.0,7.309953627505366,47.5471642261995
314,pickup,157.0,16.726452919026467,15.171385571001254
315,delivery,157.0,1.83871880132509,16.2696612396994
316,pickup,158.0,41.69659311757185,53.42844793891746
317,delivery,158.0,41.93188539362633,45.6654257813371
318,pickup,159.0,2.853235389924058,2.2393520010236956
319,delivery,159.0,0.0,2.9214950885610347
320,pickup,160.0,57.32450975487882,50.732238540123575
321,delivery,160.0,46.532318292912706,37.143868926696584
322,pickup,161.0,34.69526801188796,22.89089187282403
323,delivery,161.0,48.318273929937874,17.325967248448155
324,pickup,162.0,44.78491954355841,46.20692298921937
325,delivery,162.0,45.8305637342487,29.292789016736982
326,pickup,163.0,51.23221980359404,58.95402285577631
327,delivery,163.0,59.823135447930554,60.0
328,pickup,164.0,33.552626122539436,5.332218367739703
329,delivery,164.0,37.40342904555463,8.132893435665807
330,pickup,165.0,45.778681945906975,45.748223672774984
331,delivery,165.0,45.582205410947104,39.362110142181756
332,pickup,166.0,38.59276028603722,38.19504967732261
333,delivery,166.0,43.49932770479775,45.97603368944011
334,pickup,167.0,52.5672343249241,21.60626479649411
335,delivery,167.0,41.727357838157886,34.66434601675257
336,pickup,168.0,4.982007161598818,16.441724146606813
337,delivery,168.0,12.914780618989724,19.3317791673348
338,pickup,169.0,29.55728767686208,12.75950053681896
339,delivery,169.0,32.23714718944361,17.01043947225121
340,pickup,170.0,14.084222062386287,50.93484649682779
341,delivery,170.0,1.8395098514336432,47.70986778104104
342,pickup,171.0,24.607295480385954,45.567042284943696
343,delivery,171.0,16.813590842715556,44.439133421197255
344,pickup,172.0,29.789103709237068,46.20545325640784
345,delivery,172.0,22.209773908448902,17.988542797845664
346,pickup,173.0,28.183482372616805,54.71834040876276
347,delivery,173.0,18.487233363981073,58.6446999540417
348,pickup,174.0,56.989040978528294,35.93637659266219
349,delivery,174.0,42.658451792148114,34.5891298146
350,pickup,175.0,51.016139985433455,26.59047652328241
351,delivery,175.0,60.0,11.867677103975819
352,pickup,176.0,20.968356020563352,53.60106461469677
353,delivery,176.0,10.371750218373773,48.19049009217469
354,pickup,177.0,24.659371410082226,40.14218725632546
355,delivery,177.0,19.285190976637487,35.31033721754903
356,pickup,178.0,28.252631902438722,36.319448249572964
357,delivery,178.0,28.470180243309564,39.564218289437505
358,pickup,179.0,34.83115039268114,45.53335137081382
359,delivery,179.0,30.243960777085295,39.0233775302405
360,pickup,180.0,8.26471065571461,3.7873035573354374
361,delivery,180.0,5.697001391274014,0.0
362,pickup,181.0,45.099699769914935,47.09527795581272
363,delivery,181.0,24.730997483001275,43.44772341115719
364,pickup,182.0,42.93516534196438,36.59868765534614
365,delivery,182.0,43.789377912441765,55.64112868498739
366,pickup,183.0,33.95808139492265,41.34557501076958
367,delivery,183.0,20.798632260637053,50.547449434535
368,pickup,184.0,23.906778212834144,17.38027470159491
369,delivery,184.0,30.922186252229718,33.64123615083024
370,pickup,185.0,23.539351996468,56.00581965891208
371,delivery,185.0,17.18720056532361,44.301620429182975
372,pickup,186.0,2.8068091874765955,24.940928420688
373,delivery,186.0,1.3531388116252372,39.92392750620284
374,pickup,187.0,55.607871498526265,3.003088258040698
375,delivery,187.0,51.16288633069052,0.0
376,pickup,188.0,54.82587438574819,35.77071250840548
377,delivery,188.0,60.0,47.875916742902994
378,pickup,189.0,40.304956591019405,41.03225364048463
379,delivery,189.0,39.88544138229195,27.466685898785887
380,pickup,190.0,2.12121008629947,46.74208496552025
381,delivery,190.0,0.0,45.31628750218846
382,pickup,191.0,16.016873266989208,41.232380904394915
383,delivery,191.0,21.005006687579638,40.339178472480526
384,pickup,192.0,20.347424641608054,35.343373626430875
385,delivery,192.0,27.45540651516344,49.78914603756018
386,pickup,193.0,31.88915500229484,56.85228979894419
387,delivery,193.0,51.75992648212823,48.32912784930605
388,pickup,194.0,38.40807008900969,25.592539000585944
389,delivery,194.0,40.79123159014383,23.089896825370566
390,pickup,195.0,23.62347385359716,27.07199650969598
391,delivery,195.0,12.990334489541667,27.383508073499883
392,pickup,196.0,38.76217524523917,14.015744947039003
393,delivery,196.0,30.647287014589587,8.060674514169968
394,pickup,197.0,34.34052286239835,21.418117643706324
395,delivery,197.0,26.210955521468122,8.268693368436704
396,pickup,198.0,23.34284490625748,40.424017198399504
397,delivery,198.0,35.009586266567425,30.351956416686257
398,pickup,199.0,39.992464316516305,53.64141384321682
399,delivery,199.0,40.733258688077605,55.70023210933497
400,pickup,200.0,51.1250696334871,6.6848164038554225
401,delivery,200.0,60.0,6.862578548504642
402,pickup,201.0,40.24702758714753,55.21161943556831
403,delivery,201.0,33.05146791047196,52.82148364174017
404,pickup,202.0,13.585242841364533,35.29170119909724
405,delivery,202.0,11.05535621207343,51.8763331450844
406,pickup,203.0,22.455194914686942,10.473576874564422
407,delivery,203.0,28.482929923866305,18.429657783117097
408,pickup,204.0,12.405537883749414,50.27546518333602
409,delivery,204.0,12.306523958601058,38.63592935664491
410,pickup,205.0,57.02525025503929,13.634040508194836
411,delivery,205.0,51.3665174874121,16.117382203094472
412,pickup,206.0,47.49319960722529,39.180867829424955
413,delivery,206.0,46.31469133640849,44.05998460986591
414,pickup,207.0,7.0463018138666484,23.674428869344727
415,delivery,207.0,18.73469834078527,6.256524358654058
416,pickup,208.0,22.34290170139814,31.73089997030904
417,delivery,208.0,28.08749657517588,32.95751037756275
418,pickup,209.0,39.28388559699684,33.56005087389087
419,delivery,209.0,29.19228765569015,25.014187602970672
420,pickup,210.0,14.142273607579734,23.05600006819606
421,delivery,210.0,14.05674516052507,27.405328534897297
422,pickup,211.0,51.484548391086406,21.106284512165836
423,delivery,211.0,60.0,30.17141825537078
424,pickup,212.0,8.275773792542209,5.895612363324412
425,delivery,212.0,0.0,20.056285938508076
426,pickup,213.0,1.0217482852333903,11.138509261847211
427,delivery,213.0,11.641823892478687,9.734105822768043
428,pickup,214.0,36.98391605581229,30.928153478493325
429,delivery,214.0,43.72071069299534,32.11893493398836
430,pickup,215.0,51.853615236322774,28.713093697895484
431,delivery,215.0,47.7055438980723,19.914112025593095
432,pickup,216.0,33.57876926111021,42.84682209234292
433,delivery,216.0,24.75970557413743,25.363515691602004
434,pickup,217.0,28.891560260113177,41.223795061184084
435,delivery,217.0,34.47461868702291,44.876458658702354
436,pickup,218.0,1.5221099142539907,31.11430305161145
437,delivery,218.0,6.577229636046665,53.99869561905402
438,pickup,219.0,8.193619812885267,20.31876859209507
439,delivery,219.0,4.681730861419641,23.38879290222543
440,pickup,220.0,1.9531688510208234,27.119724152109196
441,delivery,220.0,0.0,30.196542218208208
442,pickup,221.0,32.10312233336291,48.464474878220344
443,delivery,221.0,38.670365537285875,48.26913391619972
444,pickup,222.0,34.677276467785106,19.63315115260456
445,delivery,222.0,43.01197954111493,14.324058000151412
446,pickup,223.0,23.9321700907429,44.057125307649486
447,delivery,223.0,35.48167721678826,46.34379705826139
448,pickup,224.0,41.569454973059734,36.086522055095664
449,delivery,224.0,29.00929943810315,53.56982020080595
450,pickup,225.0,45.39902787390111,23.966021030100713
451,delivery,225.0,12.696194665646495,26.791524144630475
452,pickup,226.0,28.668948657299243,30.95447399505727
453,delivery,226.0,23.92726730968854,23.172042031569784
454,pickup,227.0,15.098663014875118,26.366493953860495
455,delivery,227.0,11.191026316649651,40.75792197648093
456,pickup,228.0,29.45332036093388,59.33258100139904
457,delivery,228.0,15.052526913594322,54.612365154421
458,pickup,229.0,18.866795969213936,52.35742198789803
459,delivery,229.0,9.609350859930819,60.0
460,pickup,230.0,32.35116396769674,25.258394589117884
461,delivery,230.0,29.45077742355375,38.370949428386616
462,pickup,231.0,5.726017008247513,55.7557857837349
463,delivery,231.0,5.56203347945819,58.83279581901692
464,pickup,232.0,53.86421160917717,44.73103073228831
465,delivery,232.0,60.0,50.13840677377851
466,pickup,233.0,4.56067941478042,7.666149718820017
467,delivery,233.0,2.780528872695599,0.0
468,pickup,234.0,46.26444273190552,57.56318251848596
469,delivery,234.0,59.86847980786294,60.0
470,pickup,235.0,35.88391362401784,31.043250804257646
471,delivery,235.0,24.477396287400573,49.90506098661321
472,pickup,236.0,16.610145864965222,5.634924434412964
473,delivery,236.0,11.145345666072409,6.976646561068233
474,pickup,237.0,58.6125600223029,22.98098011632249
475,delivery,237.0,57.872537587962306,10.855245707806885
476,pickup,238.0,9.303339571066187,37.7634980802719
477,delivery,238.0,0.0,47.428266524819875
478,pickup,239.0,2.2859975016875045,19.13138597513846
479,delivery,239.0,0.0,22.45605699741019
480,pickup,240.0,15.038013829532048,14.341400516987274
481,delivery,240.0,22.275602108266227,2.2438008806543266
482,pickup,241.0,2.8738262884144072,30.66469794222194
483,delivery,241.0,0.0,19.493361394065378
484,pickup,242.0,16.971175889432097,38.983255807022374
485,delivery,242.0,16.081967328808705,39.558038450982885
486,pickup,243.0,41.71909874169325,6.859945873329352
487,delivery,243.0,52.498194362606824,5.90766733265488
488,pickup,244.0,10.616623956212761,1.793076603641306
489,delivery,244.0,6.694729411076108,6.4962320888417695
490,pickup,245.0,57.921077500261084,46.32968912053117
491,delivery,245.0,42.29952089544559,52.161982061156486
492,pickup,246.0,43.78214968720813,53.88822749926117
493,delivery,246.0,43.59180356075004,36.21644249667016
494,pickup,247.0,25.132560643217296,32.39176298083085
495,delivery,247.0,22.526360539265927,15.732614898279682
496,pickup,248.0,59.58379328490339,0.4877612455396241
497,delivery,248.0,60.0,0.0
498,pickup,249.0,6.46334265806483,22.07535478325953
499,delivery,249.0,10.854500843680288,29.797301488951845
500,pickup,250.0,7.6034715384573754,27.505581557987522
501,delivery,250.0,0.9865132121704026,51.142513637118526
502,pickup,251.0,13.09439223730476,0.8733236283425749
503,delivery,251.0,8.79099572952548,0.0
504,pickup,252.0,49.97050049429787,57.72681616550614
505,delivery,252.0,59.794716593861125,45.818008925363934
506,pickup,253.0,45.12321483770988,15.053978675986372
507,delivery,253.0,22.799864625956616,14.133393258332543
508,pickup,254.0,49.11215869184887,50.60380211110189
509,delivery,254.0,44.50184460053548,54.743335862752076
510,pickup,255.0,52.29252413829421,28.268606353567595
511,delivery,255.0,42.637155407774316,18.34044976278557
512,pickup,256.0,3.5289255923528473,51.98143456645825
513,delivery,256.0,2.1291670412358217,55.214485211546965
514,pickup,257.0,16.876982737061454,25.227626437161277
515,delivery,257.0,5.670924794145135,40.47520841876098
516,pickup,258.0,43.02232968785879,26.503325651739992
517,delivery,258.0,27.753702526621055,34.639029651189915
518,pickup,259.0,35.32919020014361,4.540750248543571
519,delivery,259.0,27.485433024428865,0.0
520,pickup,260.0,54.421239080310464,38.777333748956046
521,delivery,260.0,48.52392890860218,35.197134679653665
522,pickup,261.0,48.52461100358692,16.608771985942354
523,delivery,261.0,43.79568368323308,19.57062765873606
524,pickup,262.0,55.35675027238719,15.9857310692698
525,delivery,262.0,46.49397375412779,3.4570861552662073
526,pickup,263.0,15.637872569462822,38.97531880765695
527,delivery,263.0,15.582855177082607,52.47221902499124
528,pickup,264.0,17.961341943189872,12.912665838705376
529,delivery,264.0,9.939383472219966,7.441776803196927
530,pickup,265.0,46.42068149819801,42.90166788597188
531,delivery,265.0,60.0,25.16991203043942
532,pickup,266.0,43.02265936044709,29.217322999330527
533,delivery,266.0,37.07641159162139,36.910196942497606
534,pickup,267.0,55.1325395164743,56.695762174786786
535,delivery,267.0,46.0322417130495,55.04809210839583
536,pickup,268.0,30.65085937402345,58.95070711775192
537,delivery,268.0,36.221353750916414,60.0
538,pickup,269.0,37.44799093380536,35.3845731589499
539,delivery,269.0,43.978610276953255,33.42742070073576
540,pickup,270.0,33.07313032553252,57.340140881156486
541,delivery,270.0,35.16684513127,60.0
542,pickup,271.0,38.30587092050478,38.9088336511352
543,delivery,271.0,40.731771747835985,29.059416575863256
544,pickup,272.0,54.90938769048922,57.55987161451904
