station_id,node_id,node_type,small_allowable_kWh,medium_allowable_kWh,large_allowable_kWh,charging_efficiency,base_price_per_kWh,is_charging_enabled
st_73,73,delivery,5.0,15.0,20.0,0.9,0.807,1
st_74,74,pickup,5.0,15.0,20.0,0.9,0.855,1
st_75,75,delivery,5.0,15.0,20.0,0.9,0.863,1
st_76,76,pickup,5.0,15.0,20.0,0.9,0.811,1
st_77,77,delivery,5.0,15.0,20.0,0.9,0.884,1
st_78,78,pickup,5.0,15.0,20.0,0.9,0.835,1
st_79,79,delivery,5.0,15.0,20.0,0.9,0.819,1
st_80,80,pickup,5.0,15.0,20.0,0.9,0.93,1
st_81,81,delivery,5.0,15.0,20.0,0.9,0.793,1
st_82,82,pickup,5.0,15.0,20.0,0.9,0.781,1
st_83,83,delivery,5.0,15.0,20.0,0.9,0.784,1
st_84,84,pickup,5.0,15.0,20.0,0.9,0.888,1
st_85,85,delivery,5.0,15.0,20.0,0.9,0.892,1
st_86,86,pickup,5.0,15.0,20.0,0.9,0.751,1
st_87,87,delivery,5.0,15.0,20.0,0.9,0.768,1
st_88,88,pickup,5.0,15.0,20.0,0.9,0.75,1
st_89,89,delivery,5.0,15.0,20.0,0.9,0.737,1
st_90,90,pickup,5.0,15.0,20.0,0.9,0.828,1
st_91,91,delivery,5.0,15.0,20.0,0.9,0.788,1
st_92,92,pickup,5.0,15.0,20.0,0.9,0.77,1
st_93,93,delivery,5.0,15.0,20.0,0.9,0.755,1
st_94,94,pickup,5.0,15.0,20.0,0.9,0.795,1
st_95,95,delivery,5.0,15.0,20.0,0.9,0.829,1
st_96,96,pickup,5.0,15.0,20.0,0.9,0.863,1
st_97,97,delivery,5.0,15.0,20.0,0.9,0.79,1
st_98,98,pickup,5.0,15.0,20.0,0.9,0.845,1
st_99,99,delivery,5.0,15.0,20.0,0.9,0.89,1
st_100,100,pickup,5.0,15.0,20.0,0.9,0.855,1
st_101,101,delivery,5.0,15.0,20.0,0.9,0.792,1
st_102,102,pickup,5.0,15.0,20.0,0.9,0.728,1
st_103,103,delivery,5.0,15.0,20.0,0.9,0.803,1
st_104,104,pickup,5.0,15.0,20.0,0.9,0.93,1
st_105,105,delivery,5.0,15.0,20.0,0.9,0.904,1
st_106,106,pickup,5.0,15.0,20.0,0.9,0.73,1
st_107,107,delivery,5.0,15.0,20.0,0.9,0.814,1
st_108,108,pickup,5.0,15.0,20.0,0.9,0.958,1
st_109,109,delivery,5.0,15.0,20.0,0.9,0.887,1
st_110,110,pickup,5.0,15.0,20.0,0.9,0.803,1
st_111,111,delivery,5.0,15.0,20.0,0.9,0.847,1
st_112,112,pickup,5.0,15.0,20.0,0.9,0.773,1
st_113,113,delivery,5.0,15.0,20.0,0.9,0.76,1
st_114,114,pickup,5.0,15.0,20.0,0.9,0.857,1
st_115,115,delivery,5.0,15.0,20.0,0.9,0.887,1
st_116,116,pickup,5.0,15.0,20.0,0.9,0.932,1
st_117,117,delivery,5.0,15.0,20.0,0.9,0.8,1
st_118,118,pickup,5.0,15.0,20.0,0.9,0.811,1
st_119,119,delivery,5.0,15.0,20.0,0.9,0.848,1
st_120,120,pickup,5.0,15.0,20.0,0.9,0.845,1
st_121,121,delivery,5.0,15.0,20.0,0.9,0.797,1
st_122,122,pickup,5.0,15.0,20.0,0.9,0.965,1
st_123,123,delivery,5.0,15.0,20.0,0.9,0.836,1
st_124,124,pickup,5.0,15.0,20.0,0.9,0.938,1
st_125,125,delivery,5.0,15.0,20.0,0.9,0.805,1
st_126,126,pickup,5.0,15.0,20.0,0.9,0.802,1
st_127,127,delivery,5.0,15.0,20.0,0.9,0.768,1
st_128,128,pickup,5.0,15.0,20.0,0.9,0.862,1
st_129,129,delivery,5.0,15.0,20.0,0.9,0.868,1
st_130,130,pickup,5.0,15.0,20.0,0.9,0.879,1
st_131,131,delivery,5.0,15.0,20.0,0.9,0.992,1
st_132,132,pickup,5.0,15.0,20.0,0.9,0.876,1
st_133,133,delivery,5.0,15.0,20.0,0.9,0.89,1
st_134,134,pickup,5.0,15.0,20.0,0.9,0.901,1
st_135,135,delivery,5.0,15.0,20.0,0.9,0.883,1
st_136,136,pickup,5.0,15.0,20.0,0.9,0.871,1
st_137,137,delivery,5.0,15.0,20.0,0.9,0.845,1
st_138,138,pickup,5.0,15.0,20.0,0.9,0.814,1
st_139,139,delivery,5.0,15.0,20.0,0.9,0.769,1
st_140,140,pickup,5.0,15.0,20.0,0.9,0.884,1
st_141,141,delivery,5.0,15.0,20.0,0.9,0.842,1
st_142,142,pickup,5.0,15.0,20.0,0.9,0.784,1
st_143,143,delivery,5.0,15.0,20.0,0.9,0.767,1
st_144,144,pickup,5.0,15.0,20.0,0.9,0.764,1
st_145,145,delivery,5.0,15.0,20.0,0.9,0.76,1
st_146,146,pickup,5.0,15.0,20.0,0.9,0.889,1
st_147,147,delivery,5.0,15.0,20.0,0.9,0.841,1
st_148,148,pickup,5.0,15.0,20.0,0.9,0.771,1
st_149,149,delivery,5.0,15.0,20.0,0.9,0.751,1
st_150,150,pickup,5.0,15.0,20.0,0.9,0.809,1
st_151,151,delivery,5.0,15.0,20.0,0.9,0.735,1
st_152,152,pickup,5.0,15.0,20.0,0.9,0.861,1
st_153,153,delivery,5.0,15.0,20.0,0.9,0.877,1
st_154,154,pickup,5.0,15.0,20.0,0.9,0.792,1
st_155,155,delivery,5.0,15.0,20.0,0.9,0.766,1
st_156,156,pickup,5.0,15.0,20.0,0.9,0.691,1
st_157,157,delivery,5.0,15.0,20.0,0.9,0.749,1
st_158,158,pickup,5.0,15.0,20.0,0.9,0.829,1
st_159,159,delivery,5.0,15.0,20.0,0.9,0.868,1
st_160,160,pickup,5.0,15.0,20.0,0.9,0.795,1
st_161,161,delivery,5.0,15.0,20.0,0.9,0.814,1
st_162,162,pickup,5.0,15.0,20.0,0.9,0.952,1
st_163,163,delivery,5.0,15.0,20.0,0.9,0.896,1
st_164,164,pickup,5.0,15.0,20.0,0.9,0.852,1
st_165,165,delivery,5.0,15.0,20.0,0.9,0.841,1
st_166,166,pickup,5.0,15.0,20.0,0.9,0.757,1
st_167,167,delivery,5.0,15.0,20.0,0.9,0.797,1
st_168,168,pickup,5.0,15.0,20.0,0.9,0.778,1
st_169,169,delivery,5.0,15.0,20.0,0.9,0.682,1
st_170,170,pickup,5.0,15.0,20.0,0.9,0.899,1
st_171,171,delivery,5.0,15.0,20.0,0.9,0.803,1
st_172,172,pickup,5.0,15.0,20.0,0.9,0.951,1
st_173,173,delivery,5.0,15.0,20.0,0.9,0.852,1
st_174,174,pickup,5.0,15.0,20.0,0.9,0.812,1
st_175,175,delivery,5.0,15.0,20.0,0.9,0.788,1
st_176,176,pickup,5.0,15.0,20.0,0.9,0.786,1
st_177,177,delivery,5.0,15.0,20.0,0.9,0.76,1
st_178,178,pickup,5.0,15.0,20.0,0.9,0.741,1
st_179,179,delivery,5.0,15.0,20.0,0.9,0.732,1
st_180,180,pickup,5.0,15.0,20.0,0.9,0.814,1
st_181,181,delivery,5.0,15.0,20.0,0.9,0.764,1
st_182,182,pickup,5.0,15.0,20.0,0.9,0.909,1
st_183,183,delivery,5.0,15.0,20.0,0.9,0.939,1
st_184,184,pickup,5.0,15.0,20.0,0.9,0.944,1
st_185,185,delivery,5.0,15.0,20.0,0.9,0.918,1
st_186,186,pickup,5.0,15.0,20.0,0.9,0.964,1
st_187,187,delivery,5.0,15.0,20.0,0.9,0.863,1
st_188,188,pickup,5.0,15.0,20.0,0.9,0.697,1
st_189,189,delivery,5.0,15.0,20.0,0.9,0.797,1
st_190,190,pickup,5.0,15.0,20.0,0.9,0.882,1
st_191,191,delivery,5.0,15.0,20.0,0.9,0.87,1
st_192,192,pickup,5.0,15.0,20.0,0.9,0.933,1
st_193,193,delivery,5.0,15.0,20.0,0.9,0.984,1
st_194,194,pickup,5.0,15.0,20.0,0.9,0.71,1
st_195,195,delivery,5.0,15.0,20.0,0.9,0.678,1
st_196,196,pickup,5.0,15.0,20.0,0.9,0.814,1
st_197,197,delivery,5.0,15.0,20.0,0.9,0.831,1
st_198,198,pickup,5.0,15.0,20.0,0.9,0.88,1
st_199,199,delivery,5.0,15.0,20.0,0.9,0.877,1
st_200,200,pickup,5.0,15.0,20.0,0.9,0.858,1
st_201,201,delivery,5.0,15.0,20.0,0.9,0.871,1
st_202,202,pickup,5.0,15.0,20.0,0.9,0.825,1
st_203,203,delivery,5.0,15.0,20.0,0.9,0.856,1
st_204,204,pickup,5.0,15.0,20.0,0.9,0.729,1
st_205,205,delivery,5.0,15.0,20.0,0.9,0.726,1
st_206,206,pickup,5.0,15.0,20.0,0.9,0.818,1
st_207,207,delivery,5.0,15.0,20.0,0.9,0.733,1
st_208,208,pickup,5.0,15.0,20.0,0.9,0.777,1
st_209,209,delivery,5.0,15.0,20.0,0.9,0.782,1
st_210,210,pickup,5.0,15.0,20.0,0.9,0.801,1
st_211,211,delivery,5.0,15.0,20.0,0.9,0.854,1
st_212,212,pickup,5.0,15.0,20.0,0.9,0.909,1
st_213,213,delivery,5.0,15.0,20.0,0.9,0.862,1
st_214,214,pickup,5.0,15.0,20.0,0.9,0.768,1
st_215,215,delivery,5.0,15.0,20.0,0.9,0.705,1
st_216,216,pickup,5.0,15.0,20.0,0.9,0.793,1
st_217,217,delivery,5.0,15.0,20.0,0.9,0.755,1
st_218,218,pickup,5.0,15.0,20.0,0.9,0.899,1
st_219,219,delivery,5.0,15.0,20.0,0.9,0.919,1
st_220,220,pickup,5.0,15.0,20.0,0.9,0.842,1
st_221,221,delivery,5.0,15.0,20.0,0.9,0.805,1
st_222,222,pickup,5.0,15.0,20.0,0.9,0.76,1
st_223,223,delivery,5.0,15.0,20.0,0.9,0.712,1
st_224,224,pickup,5.0,15.0,20.0,0.9,0.794,1
st_225,225,delivery,5.0,15.0,20.0,0.9,0.874,1
st_226,226,pickup,5.0,15.0,20.0,0.9,0.84,1
st_227,227,delivery,5.0,15.0,20.0,0.9,0.842,1
st_228,228,pickup,5.0,15.0,20.0,0.9,0.753,1
st_229,229,delivery,5.0,15.0,20.0,0.9,0.762,1
st_230,230,pickup,5.0,15.0,20.0,0.9,0.912,1
st_231,231,delivery,5.0,15.0,20.0,0.9,0.768,1
st_232,232,pickup,5.0,15.0,20.0,0.9,0.945,1
st_233,233,delivery,5.0,15.0,20.0,0.9,0.93,1
st_234,234,pickup,5.0,15.0,20.0,0.9,0.787,1
st_235,235,delivery,5.0,15.0,20.0,0.9,0.826,1
st_236,236,pickup,5.0,15.0,20.0,0.9,0.727,1
st_237,237,delivery,5.0,15.0,20.0,0.9,0.751,1
st_238,238,pickup,5.0,15.0,20.0,0.9,0.902,1
st_239,239,delivery,5.0,15.0,20.0,0.9,0.781,1
st_240,240,pickup,5.0,15.0,20.0,0.9,0.952,1
st_241,241,delivery,5.0,15.0,20.0,0.9,0.967,1
st_242,242,pickup,5.0,15.0,20.0,0.9,0.817,1
st_243,243,delivery,5.0,15.0,20.0,0.9,0.72,1
st_244,244,pickup,5.0,15.0,20.0,0.9,0.896,1
st_245,245,delivery,5.0,15.0,20.0,0.9,0.85,1
st_246,246,pickup,5.0,15.0,20.0,0.9,0.921,1
st_247,247,delivery,5.0,15.0,20.0,0.9,0.838,1
st_248,248,pickup,5.0,15.0,20.0,0.9,0.825,1
st_249,249,delivery,5.0,15.0,20.0,0.9,0.742,1
st_250,250,pickup,5.0,15.0,20.0,0.9,0.775,1
st_251,251,delivery,5.0,15.0,20.0,0.9,0.756,1
st_252,252,pickup,5.0,15.0,20.0,0.9,0.788,1
st_253,253,delivery,5.0,15.0,20.0,0.9,0.808,1
st_254,254,pickup,5.0,15.0,20.0,0.9,0.834,1
st_255,255,delivery,5.0,15.0,20.0,0.9,0.755,1
st_256,256,pickup,5.0,15.0,20.0,0.9,0.885,1
st_257,257,delivery,5.0,15.0,20.0,0.9,0.878,1
st_258,258,pickup,5.0,15.0,20.0,0.9,0.952,1
st_259,259,delivery,5.0,15.0,20.0,0.9,0.85,1
st_260,260,pickup,5.0,15.0,20.0,0.9,0.767,1
st_261,261,delivery,5.0,15.0,20.0,0.9,0.731,1
st_262,262,pickup,5.0,15.0,20.0,0.9,0.912,1
st_263,263,delivery,5.0,15.0,20.0,0.9,0.824,1
st_264,264,pickup,5.0,15.0,20.0,0.9,0.829,1
st_265,265,delivery,5.0,15.0,20.0,0.9,0.801,1
st_266,266,pickup,5.0,15.0,20.0,0.9,0.817,1
st_267,267,delivery,5.0,15.0,20.0,0.9,0.741,1
st_268,268,pickup,5.0,15.0,20.0,0.9,0.886,1
st_269,269,delivery,5.0,15.0,20.0,0.9,0.869,1
st_270,270,pickup,5.0,15.0,20.0,0.9,0.843,1
st_271,271,delivery,5.0,15.0,20.0,0.9,0.896,1
st_272,272,pickup,5.0,15.0,20.0,0.9,0.905,1
st_273,273,delivery,5.0,15.0,20.0,0.9,0.88,1
st_274,274,pickup,5.0,15.0,20.0,0.9,0.946,1
st_275,275,delivery,5.0,15.0,20.0,0.9,0.941,1
st_276,276,pickup,5.0,15.0,20.0,0.9,0.846,1
st_277,277,delivery,5.0,15.0,20.0,0.9,0.796,1
st_278,278,pickup,5.0,15.0,20.0,0.9,0.824,1
st_279,279,delivery,5.0,15.0,20.0,0.9,0.788,1
st_280,280,pickup,5.0,15.0,20.0,0.9,0.695,1
st_281,281,delivery,5.0,15.0,20.0,0.9,0.788,1
st_282,282,pickup,5.0,15.0,20.0,0.9,0.867,1
st_283,283,delivery,5.0,15.0,20.0,0.9,0.87,1
st_284,284,pickup,5.0,15.0,20.0,0.9,0.74,1
st_285,285,delivery,5.0,15.0,20.0,0.9,0.828,1
st_286,286,pickup,5.0,15.0,20.0,0.9,0.781,1
st_287,287,delivery,5.0,15.0,20.0,0.9,0.709,1
st_288,288,pickup,5.0,15.0,20.0,0.9,0.83,1
st_289,289,delivery,5.0,15.0,20.0,0.9,0.825,1
st_290,290,pickup,5.0,15.0,20.0,0.9,0.811,1
st_291,291,delivery,5.0,15.0,20.0,0.9,0.792,1
st_292,292,pickup,5.0,15.0,20.0,0.9,0.771,1
st_293,293,delivery,5.0,15.0,20.0,0.9,0.792,1
st_294,294,pickup,5.0,15.0,20.0,0.9,0.964,1
st_295,295,delivery,5.0,15.0,20.0,0.9,0.976,1
st_296,296,pickup,5.0,15.0,20.0,0.9,0.701,1
st_297,297,delivery,5.0,15.0,20.0,0.9,0.741,1
st_298,298,pickup,5.0,15.0,20.0,0.9,0.791,1
st_299,299,delivery,5.0,15.0,20.0,0.9,0.752,1
st_300,300,pickup,5.0,15.0,20.0,0.9,0.913,1
st_301,301,delivery,5.0,15.0,20.0,0.9,0.794,1
st_302,302,pickup,5.0,15.0,20.0,0.9,0.789,1
st_303,303,delivery,5.0,15.0,20.0,0.9,0.767,1
st_304,304,pickup,5.0,15.0,20.0,0.9,0.856,1
st_305,305,delivery,5.0,15.0,20.0,0.9,0.794,1
st_306,306,pickup,5.0,15.0,20.0,0.9,0.851,1
st_307,307,delivery,5.0,15.0,20.0,0.9,0.823,1
st_308,308,pickup,5.0,15.0,20.0,0.9,0.771,1
st_309,309,delivery,5.0,15.0,20.0,0.9,0.728,1
st_310,310,pickup,5.0,15.0,20.0,0.9,0.938,1
st_311,311,delivery,5.0,15.0,20.0,0.9,0.899,1
st_312,312,pickup,5.0,15.0,20.0,0.9,0.807,1
st_313,313,delivery,5.0,15.0,20.0,0.9,0.78,1
st_314,314,pickup,5.0,15.0,20.0,0.9,0.848,1
st_315,315,delivery,5.0,15.0,20.0,0.9,0.76,1
st_316,316,pickup,5.0,15.0,20.0,0.9,0.799,1
st_317,317,delivery,5.0,15.0,20.0,0.9,0.849,1
st_318,318,pickup,5.0,15.0,20.0,0.9,0.703,1
st_319,319,delivery,5.0,15.0,20.0,0.9,0.69,1
st_320,320,pickup,5.0,15.0,20.0,0.9,0.737,1
st_321,321,delivery,5.0,15.0,20.0,0.9,0.862,1
st_322,322,pickup,5.0,15.0,20.0,0.9,0.935,1
st_323,323,delivery,5.0,15.0,20.0,0.9,0.829,1
st_324,324,pickup,5.0,15.0,20.0,0.9,0.832,1
st_325,325,delivery,5.0,15.0,20.0,0.9,0.879,1
st_326,326,pickup,5.0,15.0,20.0,0.9,0.725,1
st_327,327,delivery,5.0,15.0,20.0,0.9,0.676,1
st_328,328,pickup,5.0,15.0,20.0,0.9,0.809,1
st_329,329,delivery,5.0,15.0,20.0,0.9,0.823,1
st_330,330,pickup,5.0,15.0,20.0,0.9,0.829,1
st_331,331,delivery,5.0,15.0,20.0,0.9,0.861,1
st_332,332,pickup,5.0,15.0,20.0,0.9,0.909,1
st_333,333,delivery,5.0,15.0,20.0,0.9,0.84,1
st_334,334,pickup,5.0,15.0,20.0,0.9,0.816,1
st_335,335,delivery,5.0,15.0,20.0,0.9,0.903,1
st_336,336,pickup,5.0,15.0,20.0,0.9,0.782,1
st_337,337,delivery,5.0,15.0,20.0,0.9,0.846,1
st_338,338,pickup,5.0,15.0,20.0,0.9,0.868,1
st_339,339,delivery,5.0,15.0,20.0,0.9,0.899,1
st_340,340,pickup,5.0,15.0,20.0,0.9,0.799,1
st_341,341,delivery,5.0,15.0,20.0,0.9,0.745,1
st_342,342,pickup,5.0,15.0,20.0,0.9,0.874,1
st_343,343,delivery,5.0,15.0,20.0,0.9,0.85,1
st_344,344,pickup,5.0,15.0,20.0,0.9,0.876,1
st_345,345,delivery,5.0,15.0,20.0,0.9,0.89,1
st_346,346,pickup,5.0,15.0,20.0,0.9,0.81,1
st_347,347,delivery,5.0,15.0,20.0,0.9,0.764,1
st_348,348,pickup,5.0,15.0,20.0,0.9,0.788,1
st_349,349,delivery,5.0,15.0,20.0,0.9,0.897,1
st_350,350,pickup,5.0,15.0,20.0,0.9,0.837,1
st_351,351,delivery,5.0,15.0,20.0,0.9,0.731,1
st_352,352,pickup,5.0,15.0,20.0,0.9,0.806,1
st_353,353,delivery,5.0,15.0,20.0,0.9,0.795,1
st_354,354,pickup,5.0,15.0,20.0,0.9,0.912,1
st_355,355,delivery,5.0,15.0,20.0,0.9,0.908,1
st_356,356,pickup,5.0,15.0,20.0,0.9,0.95,1
st_357,357,delivery,5.0,15.0,20.0,0.9,0.926,1
st_358,358,pickup,5.0,15.0,20.0,0.9,0.875,1
st_359,359,delivery,5.0,15.0,20.0,0.9,0.931,1
st_360,360,pickup,5.0,15.0,20.0,0.9,0.739,1
st_361,361,delivery,5.0,15.0,20.0,0.9,0.704,1
st_362,362,pickup,5.0,15.0,20.0,0.9,0.825,1
st_363,363,delivery,5.0,15.0,20.0,0.9,0.889,1
st_364,364,pickup,5.0,15.0,20.0,0.9,0.889,1
st_365,365,delivery,5.0,15.0,20.0,0.9,0.777,1
st_366,366,pickup,5.0,15.0,20.0,0.9,0.908,1
st_367,367,delivery,5.0,15.0,20.0,0.9,0.828,1
st_368,368,pickup,5.0,15.0,20.0,0.9,0.893,1
st_369,369,delivery,5.0,15.0,20.0,0.9,0.971,1
st_370,370,pickup,5.0,15.0,20.0,0.9,0.795,1
st_371,371,delivery,5.0,15.0,20.0,0.9,0.853,1
st_372,372,pickup,5.0,15.0,20.0,0.9,0.788,1
st_373,373,delivery,5.0,15.0,20.0,0.9,0.768,1
st_374,374,pickup,5.0,15.0,20.0,0.9,0.715,1
st_375,375,delivery,5.0,15.0,20.0,0.9,0.719,1
st_376,376,pickup,5.0,15.0,20.0,0.9,0.805,1
st_377,377,delivery,5.0,15.0,20.0,0.9,0.732,1
st_378,378,pickup,5.0,15.0,20.0,0.9,0.884,1
st_379,379,delivery,5.0,15.0,20.0,0.9,0.922,1
st_380,380,pickup,5.0,15.0,20.0,0.9,0.751,1
st_381,381,delivery,5.0,15.0,20.0,0.9,0.742,1
st_382,382,pickup,5.0,15.0,20.0,0.9,0.863,1
st_383,383,delivery,5.0,15.0,20.0,0.9,0.895,1
st_384,384,pickup,5.0,15.0,20.0,0.9,0.915,1
st_385,385,delivery,5.0,15.0,20.0,0.9,0.847,1
st_386,386,pickup,5.0,15.0,20.0,0.9,0.794,1
st_387,387,delivery,5.0,15.0,20.0,0.9,0.782,1
st_388,388,pickup,5.0,15.0,20.0,0.9,0.927,1
st_389,389,delivery,5.0,15.0,20.0,0.9,0.902,1
st_390,390,pickup,5.0,15.0,20.0,0.9,0.946,1
st_391,391,delivery,5.0,15.0,20.0,0.9,0.868,1
st_392,392,pickup,5.0,15.0,20.0,0.9,0.86,1
st_393,393,delivery,5.0,15.0,20.0,0.9,0.832,1
st_394,394,pickup,5.0,15.0,20.0,0.9,0.926,1
st_395,395,delivery,5.0,15.0,20.0,0.9,0.831,1
st_396,396,pickup,5.0,15.0,20.0,0.9,0.905,1
st_397,397,delivery,5.0,15.0,20.0,0.9,0.962,1
st_398,398,pickup,5.0,15.0,20.0,0.9,0.803,1
st_399,399,delivery,5.0,15.0,20.0,0.9,0.787,1
st_400,400,pickup,5.0,15.0,20.0,0.9,0.759,1
st_401,401,delivery,5.0,15.0,20.0,0.9,0.71,1
st_402,402,pickup,5.0,15.0,20.0,0.9,0.792,1
st_403,403,delivery,5.0,15.0,20.0,0.9,0.824,1
st_404,404,pickup,5.0,15.0,20.0,0.9,0.868,1
st_405,405,delivery,5.0,15.0,20.0,0.9,0.778,1
st_406,406,pickup,5.0,15.0,20.0,0.9,0.84,1
st_407,407,delivery,5.0,15.0,20.0,0.9,0.911,1
st_408,408,pickup,5.0,15.0,20.0,0.9,0.794,1
st_409,409,delivery,5.0,15.0,20.0,0.9,0.849,1
st_410,410,pickup,5.0,15.0,20.0,0.9,0.758,1
st_411,411,delivery,5.0,15.0,20.0,0.9,0.805,1
st_412,412,pickup,5.0,15.0,20.0,0.9,0.849,1
st_413,413,delivery,5.0,15.0,20.0,0.9,0.835,1
st_414,414,pickup,5.0,15.0,20.0,0.9,0.818,1
st_415,415,delivery,5.0,15.0,20.0,0.9,0.799,1
st_416,416,pickup,5.0,15.0,20.0,0.9,0.94,1
st_417,417,delivery,5.0,15.0,20.0,0.9,0.973,1
st_418,418,pickup,5.0,15.0,20.0,0.9,0.924,1
st_419,419,delivery,5.0,15.0,20.0,0.9,0.961,1
st_420,420,pickup,5.0,15.0,20.0,0.9,0.867,1
st_421,421,delivery,5.0,15.0,20.0,0.9,0.876,1
st_422,422,pickup,5.0,15.0,20.0,0.9,0.822,1
st_423,423,delivery,5.0,15.0,20.0,0.9,0.77,1
st_424,424,pickup,5.0,15.0,20.0,0.9,0.751,1
st_425,425,delivery,5.0,15.0,20.0,0.9,0.758,1
st_426,426,pickup,5.0,15.0,20.0,0.9,0.735,1
st_427,427,delivery,5.0,15.0,20.0,0.9,0.791,1
st_428,428,pickup,5.0,15.0,20.0,0.9,0.946,1
st_429,429,delivery,5.0,15.0,20.0,0.9,0.894,1
st_430,430,pickup,5.0,15.0,20.0,0.9,0.832,1
st_431,431,delivery,5.0,15.0,20.0,0.9,0.844,1
st_432,432,pickup,5.0,15.0,20.0,0.9,0.898,1
